75,HSP,69624465,69624493,+,s
76,HSP,71658524,71658551,+,q
77,HSP,69611375,69611402,+,s
78,HSP,71658645,71658663,+,q
79,HSP,69611501,69611519,+,s
80,HSP,71658736,71658754,+,q
81,HSP,69611701,69611719,+,s
82,HSP,71637779,71637809,+,q
83,HSP,69611956,69611986,+,s
84,HSP,71686582,71686603,+,q
85,HSP,69620237,69620258,+,s
86,HSP,71637932,71637956,+,q
87,HSP,69623189,69623213,+,s
88,HSP,71637993,71638022,-,q
89,HSP,69580996,69580967,-,s
90,HSP,71637928,71637954,-,q
91,HSP,69580993,69580967,-,s
92,HSP,71637782,71637805,-,q
93,HSP,69580990,69580967,-,s
94,HSP,71637928,71637954,-,q
95,HSP,69580995,69580969,-,s
96,HSP,71633601,71633621,+,q
97,HSP,69592234,69592254,+,s
98,HSP,71637796,71637813,-,q
99,HSP,69616307,69616290,-,s
100,HSP,71687620,71687637,-,q
101,HSP,69616962,69616945,-,s
102,HSP,71686992,71687015,+,q
103,HSP,69620617,69620640,+,s
104,HSP,71637783,71637806,+,q
105,HSP,69623187,69623210,+,s
106,HSP,71637782,71637805,+,q
107,HSP,69623188,69623211,+,s
108,HSP,71658924,71658943,-,q
109,HSP,69572189,69572170,-,s
110,HSP,71658923,71658942,-,q
111,HSP,69572189,69572170,-,s
112,HSP,71658922,71658941,-,q
113,HSP,69572189,69572170,-,s
114,HSP,71674462,71674484,-,q
115,HSP,69572193,69572171,-,s
116,HSP,71637928,71637950,-,q
117,HSP,69580987,69580965,-,s
118,HSP,71690804,71690823,+,q
119,HSP,69582138,69582157,+,s
120,HSP,71681630,71681649,+,q
121,HSP,69592132,69592151,+,s
122,HSP,71643025,71643050,+,q
123,HSP,69602633,69602658,+,s
124,HSP,71658576,71658604,+,q
125,HSP,69611431,69611459,+,s
126,HSP,71681096,71681121,+,q
127,HSP,69613566,69613591,+,s
128,HSP,71679505,71679530,-,q
129,HSP,69616301,69616276,-,s
130,HSP,71682763,71682791,+,q
131,HSP,69616420,69616448,+,s
132,HSP,71637932,71637954,+,q
133,HSP,69623187,69623209,+,s
134,HSP,71658850,71658865,+,q
135,HSP,69569091,69569106,+,s
136,HSP,71636240,71636267,+,q
137,HSP,69580967,69580994,+,s
138,HSP,71636240,71636267,+,q
139,HSP,69580969,69580996,+,s
140,HSP,71637933,71637954,-,q
141,HSP,69580996,69580975,-,s
142,HSP,71641055,71641070,+,q
143,HSP,69588097,69588112,+,s
144,HSP,71680643,71680658,-,q
145,HSP,69601399,69601384,-,s
146,HSP,71683312,71683330,+,q
147,HSP,69616480,69616498,+,s
148,HSP,71665930,71665945,-,q
149,HSP,69621152,69621137,-,s
150,HSP,71690088,71690103,+,q
151,HSP,69622774,69622789,+,s
152,HSP,71637928,71637952,+,q
153,HSP,69623187,69623211,+,s
154,HSP,71657337,71657351,-,q
155,HSP,69571326,69571312,-,s
156,HSP,71679509,71679523,-,q
157,HSP,69572185,69572171,-,s
158,HSP,71683921,71683935,-,q
159,HSP,69575642,69575628,-,s
160,HSP,71683923,71683937,-,q
161,HSP,69575643,69575629,-,s
162,HSP,71645750,71645773,-,q
163,HSP,69576277,69576254,-,s
164,HSP,71645750,71645773,-,q
165,HSP,69576280,69576257,-,s
166,HSP,71657631,71657651,+,q
167,HSP,69576268,69576288,+,s
168,HSP,71637993,71638016,-,q
169,HSP,69580988,69580965,-,s
170,HSP,71638229,71638246,-,q
171,HSP,69582159,69582142,-,s
172,HSP,71644272,71644289,+,q
173,HSP,69582745,69582762,+,s
174,HSP,71681837,71681854,-,q
175,HSP,69583307,69583290,-,s
176,HSP,71654173,71654193,-,q
177,HSP,69590686,69590666,-,s
178,HSP,71687284,71687298,+,q
179,HSP,69592024,69592038,+,s
180,HSP,71665483,71665500,+,q
181,HSP,69592140,69592157,+,s
182,HSP,71634017,71634031,+,q
183,HSP,69592898,69592912,+,s
184,HSP,71686732,71686746,-,q
185,HSP,69593451,69593437,-,s
186,HSP,71642091,71642105,+,q
187,HSP,69597424,69597438,+,s
188,HSP,71676442,71676456,+,q
189,HSP,69598811,69598825,+,s
190,HSP,71637846,71637860,+,q
191,HSP,69601194,69601208,+,s
192,HSP,71684367,71684384,+,q
193,HSP,69602794,69602811,+,s
194,HSP,71682921,71682944,+,q
195,HSP,69604530,69604553,+,s
196,HSP,71658259,71658276,+,q
197,HSP,69610955,69610972,+,s
198,HSP,71636109,71636123,-,q
199,HSP,69611259,69611245,-,s
200,HSP,71637938,71637955,+,q
201,HSP,69611749,69611766,+,s
202,HSP,71636238,71636255,-,q
203,HSP,69611767,69611750,-,s
204,HSP,71637928,71637948,+,q
205,HSP,69611962,69611982,+,s
206,HSP,71692595,71692612,+,q
207,HSP,69613702,69613719,+,s
208,HSP,71658966,71658980,-,q
209,HSP,69615072,69615058,-,s
210,HSP,71679329,71679343,-,q
211,HSP,69616570,69616556,-,s
212,HSP,71681313,71681330,+,q
213,HSP,69619433,69619450,+,s
214,HSP,71660665,71660679,-,q
215,HSP,69620411,69620397,-,s
216,HSP,71637404,71637421,-,q
217,HSP,69621963,69621946,-,s
218,HSP,71662078,71662092,+,q
219,HSP,69622401,69622415,+,s
220,HSP,71637787,71637810,+,q
221,HSP,69623187,69623210,+,s
222,HSP,71652557,71652571,-,q
223,HSP,69623226,69623212,-,s
224,HSP,71633118,71633132,-,q
225,HSP,69623836,69623822,-,s
q_0.000,gene,71639700,71645188,+,q,Bradi1g74420
q_0.010,CDS,71639744,71640110,+,q,Bradi1g74420
q_0.020,CDS,71640197,71640404,+,q,Bradi1g74420
q_0.030,CDS,71640786,71640957,+,q,Bradi1g74420
q_0.040,CDS,71641610,71641675,+,q,Bradi1g74420
q_0.050,CDS,71643416,71643529,+,q,Bradi1g74420
q_0.060,CDS,71643654,71643770,+,q,Bradi1g74420
q_0.070,CDS,71643868,71644558,+,q,Bradi1g74420
q_0.080,CDS,71644640,71644716,+,q,Bradi1g74420
q_0.090,CDS,71644826,71645017,+,q,Bradi1g74420
q_1.000,gene,71645328,71654535,-,q,Bradi1g74430
q_1.010,CDS,71645696,71646817,-,q,Bradi1g74430
q_1.020,CDS,71647056,71648558,-,q,Bradi1g74430
q_1.030,CDS,71648709,71652874,-,q,Bradi1g74430
q_1.040,CDS,71654368,71654473,-,q,Bradi1g74430
q_2.000,gene,71665473,71665744,-,q,brachy_v1_Bd1_71665473_71665744
q_3.000,gene,71666281,71666796,-,q,brachy_v1_Bd1_71666281_71666796
q_4.000,gene,71667817,71668005,+,q,brachy_v1_Bd1_71667817_71668005
q_5.000,gene,71682875,71685877,+,q,Bradi1g74440
q_5.010,CDS,71682875,71682929,+,q,Bradi1g74440
q_5.020,CDS,71683247,71683333,+,q,Bradi1g74440
q_5.030,CDS,71683428,71683515,+,q,Bradi1g74440
q_5.040,CDS,71683604,71683708,+,q,Bradi1g74440
q_5.050,CDS,71683807,71684361,+,q,Bradi1g74440
q_5.060,CDS,71684460,71684595,+,q,Bradi1g74440
q_5.070,CDS,71684725,71684915,+,q,Bradi1g74440
q_5.080,CDS,71685007,71685115,+,q,Bradi1g74440
q_5.090,CDS,71685351,71685499,+,q,Bradi1g74440
q_5.100,CDS,71685582,71685828,+,q,Bradi1g74440
s_0.000,gene,69572452,69574823,+,s,Sb01g046380
s_0.010,CDS,69572896,69573150,+,s,Sb01g046380
s_0.020,CDS,69573244,69573530,+,s,Sb01g046380
s_0.030,CDS,69573615,69573777,+,s,Sb01g046380
s_0.040,CDS,69573880,69574226,+,s,Sb01g046380
s_0.050,CDS,69574313,69574378,+,s,Sb01g046380
s_0.060,CDS,69574458,69574491,+,s,Sb01g046380
s_1.000,gene,69575376,69577595,+,s,Sb01g046390
s_2.000,gene,69582738,69583067,+,s,Sb01g046400
s_2.010,CDS,69582738,69582919,+,s,Sb01g046400
s_2.020,CDS,69583043,69583067,+,s,Sb01g046400
s_3.000,gene,69599006,69604941,+,s,Sb01g046410
s_3.010,CDS,69599159,69599489,+,s,Sb01g046410
s_3.020,CDS,69599663,69599870,+,s,Sb01g046410
s_3.030,CDS,69600282,69600453,+,s,Sb01g046410
s_3.040,CDS,69601159,69601224,+,s,Sb01g046410
s_3.050,CDS,69602951,69603064,+,s,Sb01g046410
s_3.060,CDS,69603196,69603312,+,s,Sb01g046410
s_3.070,CDS,69603454,69604058,+,s,Sb01g046410
s_3.080,CDS,69604147,69604232,+,s,Sb01g046410
s_3.090,CDS,69604331,69604407,+,s,Sb01g046410
s_3.100,CDS,69604576,69604767,+,s,Sb01g046410
s_4.000,gene,69616462,69619525,+,s,Sb01g046420
s_4.010,CDS,69616462,69616497,+,s,Sb01g046420
s_4.020,CDS,69616617,69616713,+,s,Sb01g046420
s_4.030,CDS,69617018,69617101,+,s,Sb01g046420
s_4.040,CDS,69617194,69617281,+,s,Sb01g046420
s_4.050,CDS,69617365,69617469,+,s,Sb01g046420
s_4.060,CDS,69617566,69618066,+,s,Sb01g046420
s_4.070,CDS,69618160,69618295,+,s,Sb01g046420
s_4.080,CDS,69618418,69618608,+,s,Sb01g046420
s_4.090,CDS,69618699,69618807,+,s,Sb01g046420
s_4.100,CDS,69619050,69619198,+,s,Sb01g046420
s_4.110,CDS,69619282,69619525,+,s,Sb01g046420
